2025-05-06 11:08:38 | INFO | stdout | Namespace(config='', host='localhost', port=8090, hf_scheme='https', hf_netloc='huggingface.co', hf_lfs_netloc='cdn-lfs.huggingface.co', mirror_scheme='http', mirror_netloc='localhost:8090', mirror_lfs_netloc='localhost:8090', has_lfs_site=False, ssl_key=None, ssl_cert=None, repos_path='./repos', cache_size_limit=None, cache_clean_strategy='LRU', log_path='./logs')
2025-05-06 11:17:09 | INFO | httpx | HTTP Request: POST https://huggingface.co/api/models/Qwen/Qwen2-VL-7B-Instruct/paths-info/eed13092ef92e448dd6875b2a00151bd3f7db0ac "HTTP/1.1 200 OK"
2025-05-06 11:17:10 | INFO | httpx | HTTP Request: HEAD https://huggingface.co/Qwen/Qwen2-VL-7B-Instruct/resolve/eed13092ef92e448dd6875b2a00151bd3f7db0ac/preprocessor_config.json "HTTP/1.1 200 OK"
2025-05-06 11:17:10 | INFO | stdout | INFO:     127.0.0.1:44528 - "HEAD /Qwen/Qwen2-VL-7B-Instruct/resolve/main/preprocessor_config.json HTTP/1.1" 200 OK
2025-05-06 11:17:10 | INFO | httpx | HTTP Request: HEAD https://huggingface.co/Qwen/Qwen2-VL-7B-Instruct/resolve/eed13092ef92e448dd6875b2a00151bd3f7db0ac/preprocessor_config.json "HTTP/1.1 200 OK"
2025-05-06 11:17:10 | INFO | httpx | HTTP Request: HEAD https://huggingface.co/api/models/Qwen/Qwen2-VL-7B-Instruct/revision/main "HTTP/1.1 200 OK"
2025-05-06 11:17:10 | INFO | httpx | HTTP Request: GET https://huggingface.co/api/models/Qwen/Qwen2-VL-7B-Instruct/revision/main "HTTP/1.1 200 OK"
2025-05-06 11:17:11 | INFO | httpx | HTTP Request: HEAD https://huggingface.co/Qwen/Qwen2-VL-7B-Instruct/resolve/eed13092ef92e448dd6875b2a00151bd3f7db0ac/preprocessor_config.json "HTTP/1.1 200 OK"
2025-05-06 11:17:11 | INFO | stdout | INFO:     127.0.0.1:44528 - "GET /Qwen/Qwen2-VL-7B-Instruct/resolve/main/preprocessor_config.json HTTP/1.1" 200 OK
2025-05-06 11:17:11 | INFO | httpx | HTTP Request: GET https://huggingface.co/Qwen/Qwen2-VL-7B-Instruct/resolve/eed13092ef92e448dd6875b2a00151bd3f7db0ac/preprocessor_config.json "HTTP/1.1 206 Partial Content"
2025-05-06 11:17:17 | INFO | httpx | HTTP Request: HEAD https://huggingface.co/api/models/Qwen/Qwen2-VL-7B-Instruct/revision/main "HTTP/1.1 200 OK"
2025-05-06 11:17:17 | INFO | httpx | HTTP Request: GET https://huggingface.co/api/models/Qwen/Qwen2-VL-7B-Instruct/revision/main "HTTP/1.1 200 OK"
2025-05-06 11:17:18 | INFO | httpx | HTTP Request: POST https://huggingface.co/api/models/Qwen/Qwen2-VL-7B-Instruct/paths-info/eed13092ef92e448dd6875b2a00151bd3f7db0ac "HTTP/1.1 200 OK"
2025-05-06 11:17:18 | INFO | httpx | HTTP Request: HEAD https://huggingface.co/Qwen/Qwen2-VL-7B-Instruct/resolve/eed13092ef92e448dd6875b2a00151bd3f7db0ac/tokenizer_config.json "HTTP/1.1 200 OK"
2025-05-06 11:17:18 | INFO | stdout | INFO:     127.0.0.1:47718 - "HEAD /Qwen/Qwen2-VL-7B-Instruct/resolve/main/tokenizer_config.json HTTP/1.1" 200 OK
2025-05-06 11:17:18 | INFO | httpx | HTTP Request: HEAD https://huggingface.co/Qwen/Qwen2-VL-7B-Instruct/resolve/eed13092ef92e448dd6875b2a00151bd3f7db0ac/tokenizer_config.json "HTTP/1.1 200 OK"
2025-05-06 11:17:19 | INFO | httpx | HTTP Request: HEAD https://huggingface.co/api/models/Qwen/Qwen2-VL-7B-Instruct/revision/main "HTTP/1.1 200 OK"
2025-05-06 11:17:19 | INFO | httpx | HTTP Request: GET https://huggingface.co/api/models/Qwen/Qwen2-VL-7B-Instruct/revision/main "HTTP/1.1 200 OK"
2025-05-06 11:17:19 | INFO | httpx | HTTP Request: HEAD https://huggingface.co/Qwen/Qwen2-VL-7B-Instruct/resolve/eed13092ef92e448dd6875b2a00151bd3f7db0ac/tokenizer_config.json "HTTP/1.1 200 OK"
2025-05-06 11:17:19 | INFO | stdout | INFO:     127.0.0.1:47718 - "GET /Qwen/Qwen2-VL-7B-Instruct/resolve/main/tokenizer_config.json HTTP/1.1" 200 OK
2025-05-06 11:17:19 | INFO | httpx | HTTP Request: GET https://huggingface.co/Qwen/Qwen2-VL-7B-Instruct/resolve/eed13092ef92e448dd6875b2a00151bd3f7db0ac/tokenizer_config.json "HTTP/1.1 206 Partial Content"
2025-05-06 11:17:20 | INFO | httpx | HTTP Request: HEAD https://huggingface.co/api/models/Qwen/Qwen2-VL-7B-Instruct/revision/main "HTTP/1.1 200 OK"
2025-05-06 11:17:20 | INFO | httpx | HTTP Request: GET https://huggingface.co/api/models/Qwen/Qwen2-VL-7B-Instruct/revision/main "HTTP/1.1 200 OK"
2025-05-06 11:17:20 | INFO | httpx | HTTP Request: POST https://huggingface.co/api/models/Qwen/Qwen2-VL-7B-Instruct/paths-info/eed13092ef92e448dd6875b2a00151bd3f7db0ac "HTTP/1.1 200 OK"
2025-05-06 11:17:20 | INFO | httpx | HTTP Request: HEAD https://huggingface.co/Qwen/Qwen2-VL-7B-Instruct/resolve/eed13092ef92e448dd6875b2a00151bd3f7db0ac/vocab.json "HTTP/1.1 200 OK"
2025-05-06 11:17:20 | INFO | stdout | INFO:     127.0.0.1:47718 - "HEAD /Qwen/Qwen2-VL-7B-Instruct/resolve/main/vocab.json HTTP/1.1" 200 OK
2025-05-06 11:17:21 | INFO | httpx | HTTP Request: HEAD https://huggingface.co/Qwen/Qwen2-VL-7B-Instruct/resolve/eed13092ef92e448dd6875b2a00151bd3f7db0ac/vocab.json "HTTP/1.1 200 OK"
2025-05-06 11:17:22 | INFO | httpx | HTTP Request: HEAD https://huggingface.co/api/models/Qwen/Qwen2-VL-7B-Instruct/revision/main "HTTP/1.1 200 OK"
2025-05-06 11:17:22 | INFO | httpx | HTTP Request: GET https://huggingface.co/api/models/Qwen/Qwen2-VL-7B-Instruct/revision/main "HTTP/1.1 200 OK"
2025-05-06 11:17:22 | INFO | httpx | HTTP Request: HEAD https://huggingface.co/Qwen/Qwen2-VL-7B-Instruct/resolve/eed13092ef92e448dd6875b2a00151bd3f7db0ac/vocab.json "HTTP/1.1 200 OK"
2025-05-06 11:17:22 | INFO | stdout | INFO:     127.0.0.1:47718 - "GET /Qwen/Qwen2-VL-7B-Instruct/resolve/main/vocab.json HTTP/1.1" 200 OK
2025-05-06 11:17:22 | INFO | httpx | HTTP Request: GET https://huggingface.co/Qwen/Qwen2-VL-7B-Instruct/resolve/eed13092ef92e448dd6875b2a00151bd3f7db0ac/vocab.json "HTTP/1.1 206 Partial Content"
2025-05-06 11:17:23 | INFO | httpx | HTTP Request: HEAD https://huggingface.co/api/models/Qwen/Qwen2-VL-7B-Instruct/revision/main "HTTP/1.1 200 OK"
2025-05-06 11:17:24 | INFO | httpx | HTTP Request: GET https://huggingface.co/api/models/Qwen/Qwen2-VL-7B-Instruct/revision/main "HTTP/1.1 200 OK"
2025-05-06 11:17:24 | INFO | httpx | HTTP Request: POST https://huggingface.co/api/models/Qwen/Qwen2-VL-7B-Instruct/paths-info/eed13092ef92e448dd6875b2a00151bd3f7db0ac "HTTP/1.1 200 OK"
2025-05-06 11:17:24 | INFO | httpx | HTTP Request: HEAD https://huggingface.co/Qwen/Qwen2-VL-7B-Instruct/resolve/eed13092ef92e448dd6875b2a00151bd3f7db0ac/merges.txt "HTTP/1.1 200 OK"
2025-05-06 11:17:24 | INFO | stdout | INFO:     127.0.0.1:47718 - "HEAD /Qwen/Qwen2-VL-7B-Instruct/resolve/main/merges.txt HTTP/1.1" 200 OK
2025-05-06 11:17:24 | INFO | httpx | HTTP Request: HEAD https://huggingface.co/Qwen/Qwen2-VL-7B-Instruct/resolve/eed13092ef92e448dd6875b2a00151bd3f7db0ac/merges.txt "HTTP/1.1 200 OK"
2025-05-06 11:17:25 | INFO | httpx | HTTP Request: HEAD https://huggingface.co/api/models/Qwen/Qwen2-VL-7B-Instruct/revision/main "HTTP/1.1 200 OK"
2025-05-06 11:17:25 | INFO | httpx | HTTP Request: GET https://huggingface.co/api/models/Qwen/Qwen2-VL-7B-Instruct/revision/main "HTTP/1.1 200 OK"
2025-05-06 11:17:25 | INFO | httpx | HTTP Request: HEAD https://huggingface.co/Qwen/Qwen2-VL-7B-Instruct/resolve/eed13092ef92e448dd6875b2a00151bd3f7db0ac/merges.txt "HTTP/1.1 200 OK"
2025-05-06 11:17:25 | INFO | stdout | INFO:     127.0.0.1:47718 - "GET /Qwen/Qwen2-VL-7B-Instruct/resolve/main/merges.txt HTTP/1.1" 200 OK
2025-05-06 11:17:26 | INFO | httpx | HTTP Request: GET https://huggingface.co/Qwen/Qwen2-VL-7B-Instruct/resolve/eed13092ef92e448dd6875b2a00151bd3f7db0ac/merges.txt "HTTP/1.1 206 Partial Content"
2025-05-06 11:17:27 | INFO | httpx | HTTP Request: HEAD https://huggingface.co/api/models/Qwen/Qwen2-VL-7B-Instruct/revision/main "HTTP/1.1 200 OK"
2025-05-06 11:17:27 | INFO | httpx | HTTP Request: GET https://huggingface.co/api/models/Qwen/Qwen2-VL-7B-Instruct/revision/main "HTTP/1.1 200 OK"
2025-05-06 11:17:27 | INFO | httpx | HTTP Request: POST https://huggingface.co/api/models/Qwen/Qwen2-VL-7B-Instruct/paths-info/eed13092ef92e448dd6875b2a00151bd3f7db0ac "HTTP/1.1 200 OK"
2025-05-06 11:17:27 | INFO | httpx | HTTP Request: HEAD https://huggingface.co/Qwen/Qwen2-VL-7B-Instruct/resolve/eed13092ef92e448dd6875b2a00151bd3f7db0ac/tokenizer.json "HTTP/1.1 200 OK"
2025-05-06 11:17:27 | INFO | stdout | INFO:     127.0.0.1:47718 - "HEAD /Qwen/Qwen2-VL-7B-Instruct/resolve/main/tokenizer.json HTTP/1.1" 200 OK
2025-05-06 11:17:28 | INFO | httpx | HTTP Request: HEAD https://huggingface.co/Qwen/Qwen2-VL-7B-Instruct/resolve/eed13092ef92e448dd6875b2a00151bd3f7db0ac/tokenizer.json "HTTP/1.1 200 OK"
2025-05-06 11:17:28 | INFO | httpx | HTTP Request: HEAD https://huggingface.co/api/models/Qwen/Qwen2-VL-7B-Instruct/revision/main "HTTP/1.1 200 OK"
2025-05-06 11:17:28 | INFO | httpx | HTTP Request: GET https://huggingface.co/api/models/Qwen/Qwen2-VL-7B-Instruct/revision/main "HTTP/1.1 200 OK"
2025-05-06 11:17:28 | INFO | httpx | HTTP Request: HEAD https://huggingface.co/Qwen/Qwen2-VL-7B-Instruct/resolve/eed13092ef92e448dd6875b2a00151bd3f7db0ac/tokenizer.json "HTTP/1.1 200 OK"
2025-05-06 11:17:28 | INFO | stdout | INFO:     127.0.0.1:47718 - "GET /Qwen/Qwen2-VL-7B-Instruct/resolve/main/tokenizer.json HTTP/1.1" 200 OK
2025-05-06 11:17:29 | INFO | httpx | HTTP Request: GET https://huggingface.co/Qwen/Qwen2-VL-7B-Instruct/resolve/eed13092ef92e448dd6875b2a00151bd3f7db0ac/tokenizer.json "HTTP/1.1 206 Partial Content"
2025-05-06 11:17:30 | INFO | httpx | HTTP Request: HEAD https://huggingface.co/api/models/Qwen/Qwen2-VL-7B-Instruct/revision/main "HTTP/1.1 200 OK"
2025-05-06 11:17:30 | INFO | httpx | HTTP Request: GET https://huggingface.co/api/models/Qwen/Qwen2-VL-7B-Instruct/revision/main "HTTP/1.1 200 OK"
2025-05-06 11:17:30 | INFO | httpx | HTTP Request: POST https://huggingface.co/api/models/Qwen/Qwen2-VL-7B-Instruct/paths-info/eed13092ef92e448dd6875b2a00151bd3f7db0ac "HTTP/1.1 200 OK"
2025-05-06 11:17:30 | INFO | stdout | INFO:     127.0.0.1:47718 - "HEAD /Qwen/Qwen2-VL-7B-Instruct/resolve/main/added_tokens.json HTTP/1.1" 404 Not Found
2025-05-06 11:17:31 | INFO | httpx | HTTP Request: HEAD https://huggingface.co/api/models/Qwen/Qwen2-VL-7B-Instruct/revision/main "HTTP/1.1 200 OK"
2025-05-06 11:17:31 | INFO | httpx | HTTP Request: GET https://huggingface.co/api/models/Qwen/Qwen2-VL-7B-Instruct/revision/main "HTTP/1.1 200 OK"
2025-05-06 11:17:32 | INFO | httpx | HTTP Request: POST https://huggingface.co/api/models/Qwen/Qwen2-VL-7B-Instruct/paths-info/eed13092ef92e448dd6875b2a00151bd3f7db0ac "HTTP/1.1 200 OK"
2025-05-06 11:17:32 | INFO | stdout | INFO:     127.0.0.1:47718 - "HEAD /Qwen/Qwen2-VL-7B-Instruct/resolve/main/special_tokens_map.json HTTP/1.1" 404 Not Found
2025-05-06 11:17:32 | INFO | httpx | HTTP Request: HEAD https://huggingface.co/api/models/Qwen/Qwen2-VL-7B-Instruct/revision/main "HTTP/1.1 200 OK"
2025-05-06 11:17:32 | INFO | httpx | HTTP Request: GET https://huggingface.co/api/models/Qwen/Qwen2-VL-7B-Instruct/revision/main "HTTP/1.1 200 OK"
2025-05-06 11:17:32 | INFO | httpx | HTTP Request: POST https://huggingface.co/api/models/Qwen/Qwen2-VL-7B-Instruct/paths-info/eed13092ef92e448dd6875b2a00151bd3f7db0ac "HTTP/1.1 200 OK"
2025-05-06 11:17:32 | INFO | stdout | INFO:     127.0.0.1:47718 - "HEAD /Qwen/Qwen2-VL-7B-Instruct/resolve/main/chat_template.jinja HTTP/1.1" 404 Not Found
2025-05-06 11:17:33 | INFO | httpx | HTTP Request: HEAD https://huggingface.co/api/models/Qwen/Qwen2-VL-7B-Instruct/revision/main "HTTP/1.1 200 OK"
2025-05-06 11:17:33 | INFO | httpx | HTTP Request: GET https://huggingface.co/api/models/Qwen/Qwen2-VL-7B-Instruct/revision/main "HTTP/1.1 200 OK"
2025-05-06 11:17:33 | INFO | httpx | HTTP Request: POST https://huggingface.co/api/models/Qwen/Qwen2-VL-7B-Instruct/paths-info/eed13092ef92e448dd6875b2a00151bd3f7db0ac "HTTP/1.1 200 OK"
2025-05-06 11:17:34 | INFO | httpx | HTTP Request: HEAD https://huggingface.co/Qwen/Qwen2-VL-7B-Instruct/resolve/eed13092ef92e448dd6875b2a00151bd3f7db0ac/generation_config.json "HTTP/1.1 200 OK"
2025-05-06 11:17:34 | INFO | stdout | INFO:     127.0.0.1:47718 - "HEAD /Qwen/Qwen2-VL-7B-Instruct/resolve/main/generation_config.json HTTP/1.1" 200 OK
2025-05-06 11:17:34 | INFO | httpx | HTTP Request: HEAD https://huggingface.co/Qwen/Qwen2-VL-7B-Instruct/resolve/eed13092ef92e448dd6875b2a00151bd3f7db0ac/generation_config.json "HTTP/1.1 200 OK"
2025-05-06 11:17:34 | INFO | httpx | HTTP Request: HEAD https://huggingface.co/api/models/Qwen/Qwen2-VL-7B-Instruct/revision/main "HTTP/1.1 200 OK"
2025-05-06 11:17:34 | INFO | httpx | HTTP Request: GET https://huggingface.co/api/models/Qwen/Qwen2-VL-7B-Instruct/revision/main "HTTP/1.1 200 OK"
2025-05-06 11:17:35 | INFO | httpx | HTTP Request: HEAD https://huggingface.co/Qwen/Qwen2-VL-7B-Instruct/resolve/eed13092ef92e448dd6875b2a00151bd3f7db0ac/generation_config.json "HTTP/1.1 200 OK"
2025-05-06 11:17:35 | INFO | stdout | INFO:     127.0.0.1:47718 - "GET /Qwen/Qwen2-VL-7B-Instruct/resolve/main/generation_config.json HTTP/1.1" 200 OK
2025-05-06 11:17:35 | INFO | httpx | HTTP Request: GET https://huggingface.co/Qwen/Qwen2-VL-7B-Instruct/resolve/eed13092ef92e448dd6875b2a00151bd3f7db0ac/generation_config.json "HTTP/1.1 206 Partial Content"
2025-05-06 11:17:48 | INFO | httpx | HTTP Request: HEAD https://huggingface.co/api/models/Qwen/Qwen2-VL-7B-Instruct/revision/main "HTTP/1.1 200 OK"
2025-05-06 11:17:48 | INFO | httpx | HTTP Request: HEAD https://huggingface.co/api/models/Qwen/Qwen2-VL-7B-Instruct/revision/main "HTTP/1.1 200 OK"
2025-05-06 11:17:48 | INFO | httpx | HTTP Request: GET https://huggingface.co/api/models/Qwen/Qwen2-VL-7B-Instruct/revision/main "HTTP/1.1 200 OK"
2025-05-06 11:17:48 | INFO | httpx | HTTP Request: GET https://huggingface.co/api/models/Qwen/Qwen2-VL-7B-Instruct/revision/main "HTTP/1.1 200 OK"
2025-05-06 11:17:48 | INFO | httpx | HTTP Request: HEAD https://huggingface.co/Qwen/Qwen2-VL-7B-Instruct/resolve/eed13092ef92e448dd6875b2a00151bd3f7db0ac/tokenizer_config.json "HTTP/1.1 200 OK"
2025-05-06 11:17:48 | INFO | stdout | INFO:     127.0.0.1:42212 - "HEAD /Qwen/Qwen2-VL-7B-Instruct/resolve/main/tokenizer_config.json HTTP/1.1" 200 OK
2025-05-06 11:17:49 | INFO | httpx | HTTP Request: HEAD https://huggingface.co/Qwen/Qwen2-VL-7B-Instruct/resolve/eed13092ef92e448dd6875b2a00151bd3f7db0ac/tokenizer_config.json "HTTP/1.1 200 OK"
2025-05-06 11:17:49 | INFO | stdout | INFO:     127.0.0.1:42218 - "HEAD /Qwen/Qwen2-VL-7B-Instruct/resolve/main/tokenizer_config.json HTTP/1.1" 200 OK
2025-05-06 11:17:49 | INFO | httpx | HTTP Request: HEAD https://huggingface.co/Qwen/Qwen2-VL-7B-Instruct/resolve/eed13092ef92e448dd6875b2a00151bd3f7db0ac/tokenizer_config.json "HTTP/1.1 200 OK"
2025-05-06 11:17:49 | INFO | httpx | HTTP Request: HEAD https://huggingface.co/Qwen/Qwen2-VL-7B-Instruct/resolve/eed13092ef92e448dd6875b2a00151bd3f7db0ac/tokenizer_config.json "HTTP/1.1 200 OK"
2025-05-06 11:17:49 | INFO | httpx | HTTP Request: HEAD https://huggingface.co/api/models/Qwen/Qwen2-VL-7B-Instruct/revision/main "HTTP/1.1 200 OK"
2025-05-06 11:17:49 | INFO | httpx | HTTP Request: HEAD https://huggingface.co/api/models/Qwen/Qwen2-VL-7B-Instruct/revision/main "HTTP/1.1 200 OK"
2025-05-06 11:17:49 | INFO | httpx | HTTP Request: GET https://huggingface.co/api/models/Qwen/Qwen2-VL-7B-Instruct/revision/main "HTTP/1.1 200 OK"
2025-05-06 11:17:49 | INFO | stdout | INFO:     127.0.0.1:42212 - "HEAD /Qwen/Qwen2-VL-7B-Instruct/resolve/main/added_tokens.json HTTP/1.1" 404 Not Found
2025-05-06 11:17:49 | INFO | httpx | HTTP Request: GET https://huggingface.co/api/models/Qwen/Qwen2-VL-7B-Instruct/revision/main "HTTP/1.1 200 OK"
2025-05-06 11:17:49 | INFO | stdout | INFO:     127.0.0.1:42218 - "HEAD /Qwen/Qwen2-VL-7B-Instruct/resolve/main/added_tokens.json HTTP/1.1" 404 Not Found
